Type,n,Number,rho,delta,Time,LB,UB,GAP,Max|O|,TreeSize
Uniform,25,3,0.5,0.5,3598.722790002823,44.91045936593929,45.20917923330863,0.6607504768616896,1766,6104
Uniform,25,4,0.5,0.5,3509.251498937607,48.23382975508602,48.269832869809754,0.0745871957353548,261,981
Uniform,25,5,0.5,0.5,3594.7496469020844,45.162934358307815,46.06552184011792,1.9593558170094338,1833,6417
Uniform,25,6,0.5,0.5,3599.625641822815,45.69570391455806,46.433859474998236,1.5896924545710616,2074,6712
Uniform,25,7,0.5,0.5,3599.755879878998,47.16764244280114,49.729269784332224,5.151146100959149,4959,14461
Uniform,25,8,0.5,0.5,3368.6692368984222,47.49339606845241,47.559426400916095,0.1388375290884731,614,2539
Uniform,25,9,0.5,0.5,2681.411814928055,42.77470370275449,42.848447810609656,0.17210450231735797,596,2283
Uniform,25,10,0.5,0.5,3599.523391008377,44.35573014757625,45.55356606554833,2.629510752788218,2204,6482
Uniform,25,1,1.0,1.0,1890.633845090866,36.499907778397585,36.560634561193346,0.16609882056100517,129,246
Uniform,25,2,1.0,1.0,3595.2869510650635,39.11351431548341,39.58679349353563,1.1955481520106144,390,1062
Uniform,25,3,1.0,1.0,2988.7074949741364,36.48059358232053,36.60055359299338,0.32775463455233844,585,1065
Uniform,25,4,1.0,1.0,1643.3285250663757,41.1777956363644,41.2418515220823,0.15531767695638266,88,173
Uniform,25,5,1.0,1.0,3541.7192430496216,37.625073050270494,37.72341936485485,0.26070360598323455,591,1253
Uniform,25,6,1.0,1.0,3514.213429927826,38.45221696863721,38.51184718550311,0.15483603416546687,601,1095
Uniform,25,7,1.0,1.0,3555.06161403656,40.24438891335425,40.438790063112165,0.48072939238418533,872,1326
Uniform,25,8,1.0,1.0,3239.327555179596,39.94815945596457,40.03947909347091,0.22807398990669944,188,497
Uniform,25,9,1.0,1.0,3305.8029611110687,35.64117889539736,35.766319636312566,0.3498843106802484,298,695
Uniform,25,10,1.0,1.0,3589.26221203804,36.85284991983826,37.377700062232456,1.4041798760232371,383,710
Uniform,30,1,0.25,0.25,3599.4137358665466,52.99241600745539,55.46472916208395,4.457451053990989,3334,19162
Uniform,30,2,0.25,0.25,3580.4216520786285,50.603231968358145,50.71401109171909,0.21843889090253915,1297,9565
Uniform,30,3,0.25,0.25,3100.091593980789,52.2038527483583,52.25004763302845,0.08841118192770694,997,7089
Uniform,30,4,0.25,0.25,3599.6011531352997,53.10048328581364,53.859750556344025,1.409711821327688,1906,12855
Uniform,30,5,0.25,0.25,3599.0103709697723,51.12739350320935,51.561879869609015,0.8426503601079087,1723,11485
Uniform,30,6,0.25,0.25,3599.470593214035,52.975530999620474,56.77912001795502,6.698922098707687,5822,22256
Uniform,30,7,0.25,0.25,3599.994443178177,51.73495650937831,56.518247962631605,8.463269166475023,6598,21530
Uniform,30,8,0.25,0.25,3597.2889411449432,56.47820598510225,57.51198348752799,1.7974993031668378,2636,18557
Uniform,30,9,0.25,0.25,2427.2332620620728,54.19822409709338,54.24334235191381,0.08317749766914616,771,5165
Uniform,30,10,0.25,0.25,3599.9880089759827,51.51737924127215,53.427298255493334,3.574799917989125,3585,20291
Uniform,30,1,0.5,0.5,3595.418021917343,49.66541680848179,49.83294670554017,0.3361830036828918,1576,5185
Uniform,30,2,0.5,0.5,3582.804036140442,45.136618364563745,45.29487985361485,0.3494026025956581,876,3106
Uniform,30,3,0.5,0.5,3022.251037836075,47.66020831584266,47.736354893349734,0.15951485545387298,821,3087
Uniform,30,4,0.5,0.5,3597.013216972351,48.573413804247735,48.654884958003265,0.16744701755199298,823,3010
Uniform,30,5,0.5,0.5,3493.6667971611023,46.341855256166596,46.51287715526297,0.3676872074060089,875,3017
Uniform,30,6,0.5,0.5,3599.9483609199524,47.91527316498535,51.04526454183815,6.1317957795818065,5047,15759
Uniform,30,7,0.5,0.5,3598.0008499622345,44.120417083406345,50.94555764876015,13.396929742940811,5147,12884
Uniform,30,8,0.5,0.5,3065.1888041496277,51.73825403155074,51.820311949683344,0.1583508764136391,956,3486
Uniform,30,9,0.5,0.5,2491.5499579906464,49.55299912027857,49.63508519247258,0.1653791302577599,657,2624
Uniform,30,10,0.5,0.5,3598.4757227897644,47.021745982815276,48.27482215196423,2.5957136935779856,2617,7500
Uniform,30,1,1.0,1.0,3455.045315027237,41.36572553351611,41.61831725776396,0.6069244046639789,549,1099
Uniform,30,2,1.0,1.0,3153.2769498825073,37.386948030679065,37.47629418250786,0.23840711515839963,140,368
Uniform,30,3,1.0,1.0,3598.4269411563873,38.94509512534739,40.58010775919576,4.0290987977425035,1063,2161
Uniform,30,4,1.0,1.0,2601.075073003769,42.22409722979655,42.2800204916141,0.132268767061374,379,760
Uniform,30,5,1.0,1.0,3462.1081471443176,38.511912142518604,38.70244693223461,0.4923068302363874,1141,1883
Uniform,30,6,1.0,1.0,3033.442234992981,41.7162778088289,41.83937245339608,0.2942076741334832,793,1539
Uniform,30,7,1.0,1.0,3596.4498150348663,39.03579935758796,41.34311446286582,5.580893300504193,2004,4125
Uniform,30,8,1.0,1.0,3498.8038680553436,43.74344886951426,43.80827751706477,0.1479826444334706,475,1024
Uniform,30,9,1.0,1.0,3579.514353990555,40.743824577671575,42.538926759856565,4.219904729423041,1045,2491
Uniform,30,10,1.0,1.0,3598.6966590881348,38.72607173099729,39.29680607479188,1.452368273157715,571,1127
Variable,6,1,0.25,0.25,2659.535984992981,33.92062571661774,33.92636579612516,0.016919228961665915,5,13
Variable,6,2,0.25,0.25,2839.9792759418488,25.33623699332386,25.341372731912656,0.020266220946786925,4,8
Variable,6,3,0.25,0.25,1849.319657087326,25.457136469567303,25.463153078985933,0.023628689659786768,4,13
Variable,6,4,0.25,0.25,1393.2489199638367,33.86186521150499,33.86688583666696,0.014824584658246653,2,8
Variable,6,5,0.25,0.25,2566.9198911190033,22.31101899984409,22.316225048725762,0.023328537287576254,4,13
Variable,6,6,0.25,0.25,1418.539020061493,27.799562146705078,27.804613559807404,0.01816753572733556,2,13
Variable,6,7,0.25,0.25,3487.8724961280823,32.98846100204651,32.994117328652194,0.017143439690593877,4,13
Variable,6,8,0.25,0.25,682.2704257965088,22.36591184507084,22.375489733130266,0.04280526671665996,4,8
Variable,6,9,0.25,0.25,3378.4298708438873,28.5814843972287,28.58717052168943,0.019890476591295867,3,13
Variable,6,10,0.25,0.25,2044.9346561431885,28.80559935160119,28.810063274088364,0.01549431684583332,3,8
Variable,6,1,0.5,0.5,2926.90513920784,32.60181341393244,32.61051051552713,0.026669627237361018,3,4
Variable,6,2,0.5,0.5,2084.684481859207,23.954555942915487,23.962299012916688,0.03231355220560035,3,4
Variable,6,3,0.5,0.5,1846.2564640045166,24.086724200399797,24.097444412176998,0.044486923981797835,4,8
Variable,6,4,0.5,0.5,2251.8761460781097,33.12026922820982,33.12837650129536,0.02447229216082587,2,4
Variable,6,5,0.5,0.5,3393.08957695961,20.810413620976192,20.822852758473427,0.05973791219444519,6,13
Variable,6,6,0.5,0.5,1741.0465981960297,26.754080567590936,26.763253638497137,0.03427487191992875,3,13
Variable,6,7,0.5,0.5,3244.7947947978973,31.5739566692706,31.58454054587549,0.03350967410628543,4,8
Variable,6,8,0.5,0.5,822.9063420295715,21.596944028776008,21.613704047936338,0.07754348409304748,5,8
Variable,6,9,0.5,0.5,707.6823151111603,27.323351988508684,27.343229874446923,0.0726976514095573,4,13
Variable,6,10,0.5,0.5,2401.0396258831024,26.925014124849962,26.937080189506148,0.044793513518535576,3,8
Variable,6,1,1.0,1.0,2797.4833068847656,30.46541454239317,30.482217094084646,0.05512247235696448,4,4
Variable,6,2,1.0,1.0,869.7335789203644,23.91674658487677,23.942414494124186,0.1072068535682419,2,1
Variable,6,3,1.0,1.0,2940.8658740520477,21.00086550408955,21.061327838225033,0.2870775033744435,4,8
Variable,6,4,1.0,1.0,3115.534605026245,29.141446221019983,29.168052255509444,0.09121635636275878,5,13
Variable,6,5,1.0,1.0,829.3198158740997,17.648095140671,17.683378054018,0.19952586682940557,6,8
Variable,6,6,1.0,1.0,2104.9509329795837,22.75656903484954,22.78306149996505,0.11628140983401412,4,8
Variable,6,7,1.0,1.0,1545.8088319301605,30.985584583191766,31.013126440625925,0.08880709749430453,4,13
Variable,6,8,1.0,1.0,982.3741199970245,17.880738983848094,17.928270642025346,0.26512126644180806,4,4
Variable,6,9,1.0,1.0,2527.347762823105,24.756766782192603,24.774197722253987,0.07035925141473545,2,8
Variable,6,10,1.0,1.0,782.448569059372,27.154773103528623,27.190513937317572,0.1314459663077464,4,8
Variable,8,1,0.25,0.25,3153.098989009857,35.76007458512579,35.766124769253544,0.016915962147938484,6,30
Variable,8,2,0.25,0.25,2364.424034833908,25.784053906755183,25.789556246319503,0.02133553408893929,5,24
Variable,8,3,0.25,0.25,2224.413475036621,37.31111463402303,37.31819978576527,0.018985781154824136,2,26
Variable,8,4,0.25,0.25,2760.2582919597626,29.385264821444252,29.39194917948861,0.022742139364549087,7,30
Variable,8,5,0.25,0.25,506.12980794906616,33.85899644725825,33.87010660156075,0.032802241909649324,3,19
Variable,8,6,0.25,0.25,2617.3904371261597,25.347737641951362,25.353017564178547,0.020825616571358885,6,30
Variable,8,7,0.25,0.25,3225.545868873596,28.80999301274903,28.81580977179284,0.020185998900867922,3,19
Variable,8,8,0.25,0.25,1966.237186908722,33.56901810302571,33.57636478915298,0.021880528679638408,5,26
Variable,8,9,0.25,0.25,1676.884388923645,33.19342894972315,33.20036880444705,0.020902944677450915,3,26
Variable,8,10,0.25,0.25,2211.4424798488617,29.807188616835518,29.813909499641944,0.02254277590299723,3,19
Variable,8,1,0.5,0.5,834.9023008346558,34.40128278134212,34.42397314673906,0.06591442916893389,6,25
Variable,8,2,0.5,0.5,3016.2884771823883,24.87848077121025,24.890207762681392,0.04711487980717254,8,24
Variable,8,3,0.5,0.5,1891.536591053009,35.71018219232661,35.72335097651442,0.03686323882790925,3,19
Variable,8,4,0.5,0.5,2436.204270839691,27.336291093789526,27.351242354875957,0.05466391943898389,7,19
Variable,8,5,0.5,0.5,1351.8737750053406,32.04872534142515,32.0628960755963,0.04419667561452116,7,26
Variable,8,6,0.5,0.5,723.9475240707397,24.46312976464997,24.482665469502194,0.07979402764196336,6,17
Variable,8,7,0.5,0.5,3237.4952969551086,26.380098342063814,26.393307753861805,0.050048337711889476,11,25
Variable,8,8,0.5,0.5,2298.1115760803223,32.60279668461755,32.61358294936517,0.03307292168530446,4,13
Variable,8,9,0.5,0.5,1850.0169570446014,32.2060307746617,32.216132499245646,0.03135610577769923,3,19
Variable,8,10,0.5,0.5,2555.1252059936523,27.89042486676193,27.903595000653347,0.04719869927552082,4,19
Variable,8,1,1.0,1.0,2786.930438041687,31.31870751221749,31.34006422326246,0.06814507747280646,8,19
Variable,8,2,1.0,1.0,1366.7511520385742,23.314586857818913,23.338334873191027,0.10175539729440279,3,4
Variable,8,3,1.0,1.0,1703.616297006607,32.448572907046085,32.47060631497556,0.06785647214513327,5,13
Variable,8,4,1.0,1.0,3512.2361550331116,24.8435567486909,24.86480153781028,0.08544121732511491,7,8
Variable,8,5,1.0,1.0,2957.8193039894104,31.378643315913763,31.39539373753905,0.05335311850304201,4,8
Variable,8,6,1.0,1.0,1884.8789339065552,21.488917978005585,21.528918008958563,0.18579675456208844,5,8
Variable,8,7,1.0,1.0,3335.2397289276123,25.355539957708835,25.371441993673198,0.0626769103952709,3,8
Variable,8,8,1.0,1.0,1837.0594100952148,29.79265134554251,29.812595169132475,0.06689730792244195,5,13
Variable,8,9,1.0,1.0,2195.2702498435974,29.31512313037912,29.33427605574064,0.06529196536204486,3,8
Variable,8,10,1.0,1.0,1405.6911590099335,26.963190505465676,27.003041180592508,0.14757847036678756,6,13
Variable,10,1,0.25,0.25,2042.4340908527374,33.58186482003648,33.58999527852655,0.024205000395667663,7,54
Variable,10,2,0.25,0.25,2441.458000898361,34.01138004653548,34.01857456787866,0.021148803071759526,7,37
Variable,10,3,0.25,0.25,3525.728418111801,28.975068303907047,28.98335740526662,0.028599520903214954,7,39
Variable,10,4,0.25,0.25,1804.8689830303192,28.90952244814236,28.916853534902668,0.025352297584720344,5,26
Variable,10,5,0.25,0.25,2293.5140891075134,30.297698030657852,30.303506753153158,0.019168482851252427,15,105
Variable,10,6,0.25,0.25,2470.0190958976746,36.13694701396881,36.14449603866975,0.020885682547257572,11,48
Variable,10,7,0.25,0.25,2724.829153060913,35.68479729125645,35.692689439612536,0.022111386056904637,4,34
Variable,10,8,0.25,0.25,2055.801591157913,34.09210713827624,34.098978286532336,0.020150598643624194,6,34
Variable,10,9,0.25,0.25,1986.5106408596039,29.84614840185894,29.855020153194005,0.0297161123641557,3,34
Variable,10,10,0.25,0.25,1020.2044658660889,34.51959508478388,34.53525508149374,0.04534495741497748,12,41
Variable,10,1,0.5,0.5,1324.5322620868683,31.93010326808469,31.9433308602955,0.0414095582851448,6,31
Variable,10,2,0.5,0.5,735.3175809383392,31.8942410603711,31.926116576023396,0.09984150617377,9,30
Variable,10,3,0.5,0.5,1012.8043780326843,27.20211879110357,27.22575005851697,0.08679748900437478,11,34
Variable,10,4,0.5,0.5,2330.19052195549,26.70779538517013,26.72172539668937,0.05212991044719345,6,19
Variable,10,5,0.5,0.5,2672.624302148819,28.57731700298678,28.593973287891565,0.058251033310704095,15,56
Variable,10,6,0.5,0.5,1337.0207760334015,35.52809263998725,35.54467506759383,0.046652353904051785,18,48
Variable,10,7,0.5,0.5,1444.469712972641,33.41574542864359,33.43163301113942,0.04752260378825924,5,26
Variable,10,8,0.5,0.5,1629.4337239265442,32.39051482444181,32.4024613027758,0.036869045910922535,6,19
Variable,10,9,0.5,0.5,1892.7448630332947,28.759846623978436,28.772324760157,0.043368536545383383,5,26
Variable,10,10,0.5,0.5,3566.342931032181,31.4991480340996,31.51631881121508,0.05448217863999921,16,34
Variable,10,1,1.0,1.0,3550.603782892227,30.06601152505919,30.090805127772196,0.08239594323823586,4,19
Variable,10,2,1.0,1.0,2395.8533861637115,29.056621027596663,29.076586486745292,0.0686650723520476,6,12
Variable,10,3,1.0,1.0,1775.2435879707336,22.317329109154738,22.33971907293571,0.10022491199586679,8,13
Variable,10,4,1.0,1.0,1031.3134589195251,25.389959937592813,25.43893637851971,0.19252550577645808,12,32
Variable,10,5,1.0,1.0,3242.2037649154663,24.92282203829408,24.942530295131796,0.07901466533074043,18,39
Variable,10,6,1.0,1.0,3251.825830936432,31.473335544489643,31.50075138869785,0.08703235002211214,15,30
Variable,10,7,1.0,1.0,3544.5956938266754,31.53684099386101,31.560122059180472,0.07376734879480741,7,19
Variable,10,8,1.0,1.0,1068.860368013382,29.182321677603447,29.205563785451588,0.07958109632425117,6,13
Variable,10,9,1.0,1.0,2051.1249208450317,25.36748090547897,25.39269637851204,0.099302069607724,5,26
Variable,10,10,1.0,1.0,2704.922933101654,29.670541662074786,29.690533396098928,0.06733369777307113,8,13
Variable,12,1,0.25,0.25,2638.694766998291,36.30538821157323,36.31619667341675,0.029762097448461255,12,68
Variable,12,2,0.25,0.25,3567.82240486145,47.20213275490657,47.211668365840715,0.020197572473509826,13,90
Variable,12,3,0.25,0.25,2512.490098953247,34.90655476743663,34.91688670503787,0.02959008828168466,15,90
Variable,12,4,0.25,0.25,2355.1185290813446,34.84614585514622,34.85776086073436,0.03332114657205165,20,109
Variable,12,5,0.25,0.25,972.7807722091675,39.974028684966214,39.99664643283364,0.056549110699595125,56,244
Variable,12,6,0.25,0.25,1881.0436828136444,35.75386984243313,35.76319429683605,0.026072767229686943,4,43
Variable,12,7,0.25,0.25,2791.279476881027,34.44314397213571,34.45141307778143,0.024002224892936352,7,49
Variable,12,8,0.25,0.25,875.8976838588715,40.98518035193346,41.006392208581154,0.051728170914916785,12,138
Variable,12,9,0.25,0.25,3113.7917850017548,34.233652422258515,34.244880298578614,0.032787021657555794,13,76
Variable,12,10,0.25,0.25,3301.205118894577,42.738264843064414,42.7485817019209,0.024133803849732304,15,117
Variable,12,1,0.5,0.5,3230.1809861660004,34.260186814479034,34.27705284166053,0.04920500971715344,17,64
Variable,12,2,0.5,0.5,1072.9153320789337,45.46397174183326,45.49884165051884,0.07663911304252112,17,74
Variable,12,3,0.5,0.5,2022.3298590183258,32.08853484643698,32.10144712033177,0.04022333898652566,14,55
Variable,12,4,0.5,0.5,2793.250829935074,33.24140043402973,33.25263244818908,0.033777819475961375,11,52
Variable,12,5,0.5,0.5,1326.4441769123077,36.33228084895386,36.37924664044042,0.12910050598561532,49,133
Variable,12,6,0.5,0.5,1940.112116098404,34.32299531412812,34.335723651112176,0.037070245303077454,5,26
Variable,12,7,0.5,0.5,824.8918311595917,33.13746498297417,33.16368875276955,0.07907374234173314,9,32
Variable,12,8,0.5,0.5,1008.1999900341034,38.953770809210496,38.976492922844066,0.058296968068803905,18,90
Variable,12,9,0.5,0.5,1310.469738960266,33.06132999515473,33.096799073742694,0.1071677007463383,14,48
Variable,12,10,0.5,0.5,3429.711566925049,39.98996768502119,40.011185469990835,0.05302963338978511,21,110
Variable,12,1,1.0,1.0,3051.8503909111023,32.812603737984126,32.83145704825238,0.057424531115225365,5,8
Variable,12,2,1.0,1.0,823.7182250022888,41.2427805907039,41.28423665854599,0.10041621499500258,17,34
Variable,12,3,1.0,1.0,2128.971354007721,26.83176073048018,26.890119017237545,0.21702502216503716,23,51
Variable,12,4,1.0,1.0,2805.3113157749176,30.90532291402871,30.92659539350556,0.06878377398541496,6,13
Variable,12,5,1.0,1.0,2564.805886030197,34.18419861753031,34.23514328602629,0.1488081065423021,41,96
Variable,12,6,1.0,1.0,779.1532089710236,31.774438001372417,31.813237714316493,0.1219609059992524,7,19
Variable,12,7,1.0,1.0,983.6335778236389,32.746956043978386,32.783033677596904,0.11004971038776308,8,19
Variable,12,8,1.0,1.0,1380.9661009311676,32.940890389937266,32.99585901296521,0.16659248970104756,22,51
Variable,12,9,1.0,1.0,1106.4588119983673,29.50225601888013,29.563700250614897,0.20783674307985217,15,41
Variable,12,10,1.0,1.0,937.9400069713593,37.80149694439619,37.83319608354156,0.08378657482537377,25,59
Variable,14,1,0.25,0.25,919.1896090507507,39.61348518764761,39.630640486154235,0.043287966826113584,33,148
Variable,14,2,0.25,0.25,1481.7355670928955,39.763736529189856,39.7771350138805,0.033683885694562224,28,244
Variable,14,3,0.25,0.25,2117.278259038925,36.09252951608106,36.102883047027035,0.02867785083116741,11,53
Variable,14,4,0.25,0.25,2819.9214220046997,40.12623687578781,40.135410409795234,0.022856459953340524,25,180
Variable,14,5,0.25,0.25,2826.5846750736237,36.49640961536028,36.5058402816203,0.025833308279637892,7,60
Variable,14,6,0.25,0.25,2485.4937977790833,36.82961742749041,36.83835312695853,0.0237135993512312,7,44
Variable,14,7,0.25,0.25,3459.3163759708405,42.32297958157016,42.33555122982074,0.029695251119637365,22,196
Variable,14,8,0.25,0.25,1322.5613360404968,37.28342770589456,37.30468322324139,0.05697814727344414,34,212
Variable,14,9,0.25,0.25,1969.7621109485626,37.45885295095601,37.469918956237635,0.029533037673637647,7,75
Variable,14,10,0.25,0.25,1223.9907290935516,37.88910045317453,37.90099098245053,0.031372607860062546,23,148
Variable,14,1,0.5,0.5,841.8926200866699,36.838721518318174,36.88184464323366,0.11692236473698299,27,70
Variable,14,2,0.5,0.5,2315.970048904419,36.05127786914945,36.07549446312069,0.06712754553092957,28,137
Variable,14,3,0.5,0.5,2246.391170978546,33.82391804221861,33.84080686987999,0.04990669320126252,12,68
Variable,14,4,0.5,0.5,960.201642036438,38.602196971388324,38.61927215083951,0.044214141023918276,53,201
Variable,14,5,0.5,0.5,3084.9292118549347,35.26312474636784,35.27804783296941,0.04230133898629003,12,43
Variable,14,6,0.5,0.5,3325.0332651138306,35.131463276010344,35.14590109583371,0.04107966896053035,10,44
Variable,14,7,0.5,0.5,3433.6000561714172,40.295984925983944,40.3144237181795,0.04573745695697119,29,152
Variable,14,8,0.5,0.5,2676.9683299064636,35.203622937478215,35.241860374039014,0.10850005123159272,41,169
Variable,14,9,0.5,0.5,2017.9029531478882,35.93086505546124,35.96683865791357,0.10001880564060918,14,86
Variable,14,10,0.5,0.5,2797.7603809833527,34.82254298349135,34.84157544932519,0.05462573258640332,25,97
Variable,14,1,1.0,1.0,3337.6838779449463,33.99112988902271,34.02075446632788,0.08707795511851998,10,26
Variable,14,2,1.0,1.0,2163.864828109741,33.546873126254695,33.60159565665377,0.1628569397663101,23,72
Variable,14,3,1.0,1.0,1080.2325930595398,33.52106157638193,33.55016738666167,0.08675310004953753,3,19
Variable,14,4,1.0,1.0,1031.2300100326538,32.003115034754664,32.066065108568765,0.19631368426704401,75,138
Variable,14,5,1.0,1.0,2573.111696958542,31.990947420947656,32.015915487198974,0.07798641978956246,6,26
Variable,14,6,1.0,1.0,3434.7286520004272,31.47632250692639,31.50471044411141,0.09010696110151294,11,26
Variable,14,7,1.0,1.0,3466.2093579769135,35.686832025156114,35.718453930865564,0.08853100352735148,19,60
Variable,14,8,1.0,1.0,1528.734869003296,28.219350383050564,28.285537714508017,0.23399707697090896,30,47
Variable,14,9,1.0,1.0,2876.4557480812073,31.180442454109194,31.215512061260707,0.1123467303137257,11,30
Variable,14,10,1.0,1.0,1904.3823912143707,31.183859939182607,31.21535443393716,0.10089424043288608,28,60
Variable,16,1,0.25,0.25,1502.454933166504,47.18251945410274,47.206861268872174,0.05156414579396416,32,161
Variable,16,2,0.25,0.25,1045.2842350006104,35.988401397462354,36.01680236014587,0.07885475895255978,40,224
Variable,16,3,0.25,0.25,3520.0093088150024,41.42855078924028,41.4396878711382,0.026875400057418588,32,243
Variable,16,4,0.25,0.25,1487.247328042984,39.79109871099878,39.81525193721641,0.06066325099666429,57,357
Variable,16,5,0.25,0.25,3015.0898821353912,39.17816742920806,39.18840493181366,0.02612380530264232,26,221
Variable,16,6,0.25,0.25,3595.378264904022,43.493258805981064,43.5025176802719,0.021283536642374607,55,550
Variable,16,7,0.25,0.25,999.8585500717163,40.01556099845894,40.040521203742905,0.06233736358465401,27,193
Variable,16,8,0.25,0.25,2566.0032601356506,38.84733440616609,38.85941409838236,0.03108562621578772,12,128
Variable,16,9,0.25,0.25,931.9171669483185,36.22050000201479,36.23563399187374,0.04176548935875282,16,102
Variable,16,10,0.25,0.25,1068.3532619476318,38.21617382529723,38.238460286413925,0.05828284128012075,30,247
Variable,16,1,0.5,0.5,3591.2985360622406,45.13895277422726,45.15095746626643,0.026587901370949095,29,105
Variable,16,2,0.5,0.5,3409.8933939933777,32.36504229338471,32.3907299499702,0.07930558102631825,42,136
Variable,16,3,0.5,0.5,1753.3523969650269,39.854915307385205,39.89590160045352,0.10273309143074683,63,316
Variable,16,4,0.5,0.5,2604.6334850788116,36.45756302255093,36.48441289723432,0.07359272782878758,54,231
Variable,16,5,0.5,0.5,2908.5140030384064,35.6288839736926,35.65155405643425,0.06358792299982934,27,107
Variable,16,6,0.5,0.5,1837.9724020957947,41.12070740739226,41.16247000110207,0.1014579390126349,93,433
Variable,16,7,0.5,0.5,3132.4785120487213,36.304439553409004,36.32962574872549,0.06932687798846876,31,120
Variable,16,8,0.5,0.5,1801.3570039272308,36.30739542797187,36.32918636282001,0.05998189618263123,13,100
Variable,16,9,0.5,0.5,2406.4158589839935,33.64896368169195,33.65921230091447,0.030448184975015898,15,44
Variable,16,10,0.5,0.5,2842.9465630054474,35.32629992520981,35.34560735743547,0.0546247006888612,29,181
Variable,16,1,1.0,1.0,2332.4754440784454,39.969485041816554,39.99811453056596,0.07157709578416271,21,52
Variable,16,2,1.0,1.0,839.7306830883026,28.52635648812887,28.590322756070506,0.22373398330403851,15,34
Variable,16,3,1.0,1.0,2276.9887640476227,35.12295182880674,35.16551658083481,0.12104116807221395,123,308
Variable,16,4,1.0,1.0,3288.554272890091,33.31151233644908,33.340215291034205,0.08609108949829436,8,26
Variable,16,5,1.0,1.0,2113.0157289505005,32.198790125569325,32.23317541407693,0.10667670208064782,18,58
Variable,16,6,1.0,1.0,2236.665643930435,34.455746487642344,34.49168599584692,0.1041975976729735,19,43
Variable,16,7,1.0,1.0,1711.69642496109,33.1643538878693,33.21715726123157,0.15896415502087946,80,206
Variable,16,8,1.0,1.0,2758.416296005249,33.57691168863094,33.60735300458162,0.0905793322863753,11,42
Variable,16,9,1.0,1.0,3595.489770889282,30.283303383633708,30.304799914073715,0.07093440808373173,20,37
Variable,16,10,1.0,1.0,2544.1648819446564,31.838974312435457,31.862486550862133,0.07379285477027449,13,32
Variable,18,1,0.25,0.25,961.2957530021667,47.601374774334246,47.61673138244794,0.032250445731670206,32,173
Variable,18,2,0.25,0.25,3354.902843952179,41.149750422708074,41.164053167257784,0.03474571488768316,39,234
Variable,18,3,0.25,0.25,3557.2107288837433,42.1562342450391,42.16504015335292,0.02088438261126008,181,1005
Variable,18,4,0.25,0.25,1054.469022989273,44.60448854647872,44.63262966735153,0.06305055535052917,13,148
Variable,18,5,0.25,0.25,2682.9566049575806,40.9270568599773,40.93716390503562,0.02468916772487049,18,176
Variable,18,6,0.25,0.25,1177.1196730136871,40.659809681036705,40.67255979623018,0.03134819951671285,177,1283
Variable,18,7,0.25,0.25,2018.3824970722198,38.85524037703277,38.86657579225076,0.029164944394832085,7,91
Variable,18,8,0.25,0.25,1118.4920217990875,36.445652969989645,36.459874546398744,0.039006103520737065,19,127
Variable,18,9,0.25,0.25,1528.2328329086304,37.548211588864746,37.563330118178506,0.04024810704001884,29,247
Variable,18,10,0.25,0.25,1746.325227022171,44.65031565177455,44.67146096036574,0.04733516239810259,53,356
Variable,18,1,0.5,0.5,1498.4646689891815,45.120739017894124,45.145299929794085,0.05440413938584069,51,157
Variable,18,2,0.5,0.5,3266.221851825714,38.43979476458357,38.4749022972188,0.09124787988810028,100,450
Variable,18,3,0.5,0.5,2272.734894990921,39.53587896216247,39.566047349949265,0.0762481718731328,333,1168
Variable,18,4,0.5,0.5,2887.312336921692,41.647502458877184,41.66259143679399,0.03621708923146403,20,110
Variable,18,5,0.5,0.5,2862.67075920105,38.55292678787748,38.57453808330278,0.05602476788866468,19,92
Variable,18,6,0.5,0.5,2599.24844789505,39.23425510428424,39.256866125446976,0.05759762149755952,254,1097
Variable,18,7,0.5,0.5,1464.9431309700012,36.409762483431564,36.447994074641954,0.10489353990811115,22,99
Variable,18,8,0.5,0.5,2522.1438369750977,34.0114018666781,34.0270296640286,0.04592759786795297,18,69
Variable,18,9,0.5,0.5,1575.7827141284943,35.05857061303388,35.08892843918764,0.08651682312377777,120,516
Variable,18,10,0.5,0.5,3339.088726043701,41.193709985956964,41.220861137587896,0.06586750223462345,41,261
Variable,18,1,1.0,1.0,3586.8276069164276,40.175249384375775,40.215338665830004,0.09968654444850354,110,178
Variable,18,2,1.0,1.0,2329.6188881397247,33.11825983232643,33.166585758831026,0.1457066665106718,87,217
Variable,18,3,1.0,1.0,3516.2036561965942,33.52585926988782,33.630281413733826,0.3105003569888799,296,531
Variable,18,4,1.0,1.0,1653.8101859092712,37.05103820157582,37.0822773651047,0.08424283983776369,25,70
Variable,18,5,1.0,1.0,1427.4076180458069,33.25022523249531,33.297357669263604,0.14155008104982852,56,148
Variable,18,6,1.0,1.0,3450.8733189105988,31.171364127568147,31.370241163483968,0.6339671884554098,135,280
Variable,18,7,1.0,1.0,1507.546406030655,33.788720390499236,33.83291438864793,0.13062427209499006,19,53
Variable,18,8,1.0,1.0,2778.2935738563538,30.797397954852443,30.82877005126312,0.1017624003763733,15,30
Variable,18,9,1.0,1.0,3105.2652530670166,32.44954310774013,32.48347020534226,0.10444419080737348,43,132
Variable,18,10,1.0,1.0,1213.603362083435,37.327935181517304,37.38966084035151,0.16508750667133784,10,49
